species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
setosa,277.8,sandy,4.64,2.54,1.46,0.39,11.7856,0.5694,1.826771653543307,3.743589743589743,3.1780821917808217,6.512820512820513,3.18,2.15,4.43,21.66,53.15,3.4330161665800527,0.7545859791965392,20.698278890059708
versicolor,52.5,sandy,6.21,3.23,4.79,1.07,20.0583,5.1253,1.9226006191950464,4.476635514018692,1.2964509394572026,3.0186915887850465,1.42,2.16,6.86,17.72,62.16,4.478649349971485,2.263912542480385,3.913585546211929
virginica,171.2,loamy,6.16,3.07,5.3,1.88,18.9112,9.964,2.006514657980456,2.8191489361702127,1.1622641509433962,1.6329787234042554,0.8600000000000003,1.19,12.42,7.83,74.88,4.348700955457848,3.156580428248265,1.8979526294660785
setosa,158.0,loamy,4.39,3.06,1.44,0.26,13.4334,0.3744,1.4346405228758168,5.538461538461538,3.048611111111111,11.769230769230768,2.95,2.8,5.32,18.7,44.29,3.665160296630967,0.6118823416311342,35.879807692307686
virginica,86.9,clay,6.72,3.58,6.08,2.21,24.0576,13.4368,1.877094972067039,2.751131221719457,1.1052631578947367,1.6199095022624437,0.6399999999999997,1.37,14.25,9.55,62.5,4.904854737910187,3.6656240942027862,1.7904262919742795
versicolor,109.5,sandy,7.22,2.78,4.77,1.22,20.0716,5.819399999999999,2.5971223021582737,3.9098360655737694,1.5136268343815515,2.278688524590164,2.45,1.5599999999999998,8.89,11.52,60.2,4.480133926569606,2.412343259156955,3.4490840980169777
virginica,297.9,clay,5.92,2.74,4.66,1.83,16.2208,8.527800000000001,2.1605839416058394,2.546448087431694,1.2703862660944203,1.4972677595628416,1.2599999999999998,0.91,8.63,8.3,47.25,4.027505431405401,2.920239716187697,1.9021083984145968
setosa,217.7,clay,4.69,4.52,1.72,0.24,21.1988,0.4128,1.0376106194690269,7.166666666666667,2.726744186046512,18.83333333333333,2.9700000000000006,4.279999999999999,4.31,16.51,45.9,4.604215459771621,0.6424951361683604,51.35368217054263
setosa,227.3,clay,5.2,3.22,1.44,0.21,16.744000000000003,0.3024,1.6149068322981366,6.857142857142857,3.611111111111111,15.333333333333336,3.76,3.01,4.36,19.24,53.0,4.091943303615045,0.5499090833947008,55.37037037037038
setosa,273.5,loamy,4.48,2.95,1.54,0.4,13.216000000000005,0.6160000000000001,1.5186440677966102,3.85,2.909090909090909,7.375,2.9400000000000004,2.5500000000000003,5.2,26.32,54.1,3.635381685600565,0.7848566748139434,21.454545454545457
setosa,214.7,sandy,4.48,2.4,1.54,0.27,10.752,0.4158,1.866666666666667,5.703703703703703,2.909090909090909,8.888888888888888,2.9400000000000004,2.13,4.83,17.91,50.19,3.279024245107072,0.6448255578061404,25.858585858585855
versicolor,281.5,clay,5.61,3.1,3.48,1.67,17.391000000000002,5.811599999999999,1.8096774193548388,2.0838323353293413,1.6120689655172415,1.8562874251497008,2.1300000000000003,1.4300000000000002,8.66,17.86,56.87,4.17025179095939,2.410726031717416,2.9924633491637422
versicolor,105.9,loamy,6.03,2.09,4.3,1.3,12.6027,5.59,2.885167464114833,3.3076923076923075,1.402325581395349,1.6076923076923075,1.7300000000000004,0.7899999999999998,8.87,14.31,63.57,3.5500281689023256,2.364318083507378,2.254508050089445
setosa,177.2,clay,5.49,3.81,1.62,0.27,20.9169,0.4374,1.440944881889764,6.0,3.388888888888889,14.11111111111111,3.87,3.54,3.99,25.01,50.28,4.573499754017704,0.6613622305514582,47.82098765432099
setosa,111.7,sandy,5.17,3.33,1.5,0.36,17.2161,0.54,1.5525525525525523,4.166666666666667,3.4466666666666668,9.25,3.67,2.97,5.22,19.83,57.71,4.149228844014271,0.7348469228349535,31.881666666666668
virginica,237.2,loamy,6.0,2.64,5.28,1.58,15.84,8.342400000000001,2.2727272727272725,3.3417721518987342,1.1363636363636362,1.6708860759493671,0.7199999999999998,1.06,11.66,9.56,65.33,3.97994974842648,2.888321311765712,1.8987341772151896
virginica,131.1,loamy,5.3,2.8,6.65,1.36,14.839999999999998,9.044,1.892857142857143,4.889705882352941,0.7969924812030075,2.0588235294117645,-1.3500000000000003,1.4399999999999995,13.67,6.99,65.97,3.852272056851645,3.007324392213118,1.640866873065015
virginica,182.8,loamy,5.87,3.48,5.92,1.48,20.4276,8.7616,1.6867816091954024,4.0,0.991554054054054,2.3513513513513518,-0.0499999999999998,2.0,15.47,11.41,68.03,4.519690254873668,2.96,2.331491964937911
versicolor,266.2,clay,6.22,2.96,4.09,1.47,18.4112,6.0123,2.1013513513513518,2.782312925170068,1.5207823960880196,2.0136054421768708,2.13,1.49,8.53,10.54,48.12,4.290827426033352,2.4519991843391797,3.062255709129617
versicolor,125.7,clay,5.71,3.42,4.29,1.76,19.5282,7.5504,1.6695906432748535,2.4375,1.331002331002331,1.943181818181818,1.42,1.66,7.39,14.86,69.55,4.419072300834192,2.747799119295295,2.586379529561348
virginica,273.8,clay,6.11,3.5,4.98,2.82,21.385,14.0436,1.7457142857142858,1.7659574468085109,1.2269076305220885,1.2411347517730498,1.13,0.6800000000000002,14.59,11.53,70.38,4.624391851908746,3.747479152710526,1.5227576974564927
virginica,230.1,sandy,7.02,2.48,4.7,1.46,17.409599999999998,6.862,2.8306451612903225,3.219178082191781,1.4936170212765956,1.6986301369863015,2.3199999999999994,1.02,9.14,11.86,63.39,4.17248127617129,2.619541944691858,2.537102885456135
virginica,293.0,clay,6.5,3.64,5.59,2.0,23.66,11.18,1.7857142857142856,2.795,1.162790697674419,1.82,0.91,1.64,12.81,11.08,75.34,4.864154602806124,3.3436506994600976,2.116279069767442
setosa,212.7,sandy,4.72,3.04,1.78,0.35,14.3488,0.623,1.5526315789473684,5.085714285714286,2.651685393258427,8.685714285714287,2.9399999999999995,2.69,5.09,18.55,51.44,3.787980992560549,0.7893034904268447,23.031781701444626
versicolor,247.5,loamy,5.21,2.98,4.95,1.55,15.5258,7.6725,1.748322147651007,3.193548387096774,1.0525252525252524,1.9225806451612903,0.2599999999999998,1.43,8.01,15.53,57.3,3.940279177926356,2.769927796892908,2.0235646790485498
setosa,256.9,loamy,4.93,2.82,1.46,0.29,13.902599999999998,0.4233999999999999,1.74822695035461,5.0344827586206895,3.3767123287671232,9.724137931034482,3.47,2.53,5.3,24.84,51.28,3.7286190473149694,0.6506919393998976,32.83561643835616
virginica,95.7,loamy,7.63,3.11,5.96,2.03,23.7293,12.0988,2.453376205787781,2.9359605911330053,1.2802013422818792,1.5320197044334976,1.67,1.08,13.63,8.84,69.92,4.871272934254454,3.4783329340360734,1.9612936820180515
versicolor,291.5,sandy,5.4,2.73,4.25,1.34,14.742,5.695,1.978021978021978,3.171641791044776,1.2705882352941178,2.0373134328358207,1.1500000000000004,1.39,7.58,16.4,60.89,3.839531221386278,2.386419912756345,2.5885864793678666
setosa,194.6,clay,5.18,4.22,1.64,0.16,21.8596,0.2623999999999999,1.2274881516587677,10.25,3.158536585365854,26.375,3.54,4.06,4.75,15.42,44.12,4.67542511436126,0.5122499389946279,83.3064024390244
virginica,173.3,clay,5.84,2.89,5.52,2.24,16.8776,12.3648,2.0207612456747404,2.464285714285714,1.0579710144927537,1.2901785714285714,0.3200000000000003,0.6499999999999999,14.22,11.65,75.03,4.108235631022155,3.5163617561337457,1.3649715320910971
versicolor,196.4,loamy,6.19,2.81,4.1,1.41,17.393900000000002,5.780999999999999,2.202846975088968,2.9078014184397163,1.5097560975609758,1.99290780141844,2.0900000000000007,1.4,9.49,16.88,66.71,4.170599477293402,2.4043710196223875,3.008804705068328
virginica,196.4,loamy,5.82,3.11,5.84,2.23,18.1002,13.0232,1.8713826366559487,2.618834080717489,0.9965753424657536,1.3946188340807175,-0.0199999999999995,0.8799999999999999,12.98,8.82,64.47,4.254432982196335,3.6087671024880494,1.389842742183181
virginica,174.4,loamy,6.74,2.75,5.45,1.72,18.535,9.374,2.450909090909091,3.168604651162791,1.236697247706422,1.5988372093023255,1.29,1.03,13.4,10.72,59.19,4.305229378325852,3.0616988748079064,1.9772775762748025
versicolor,277.4,loamy,6.08,2.96,4.3,1.12,17.9968,4.816,2.054054054054054,3.839285714285714,1.413953488372093,2.642857142857143,1.7800000000000002,1.84,8.79,14.17,59.11,4.242263546740113,2.1945386758952323,3.736877076411961
versicolor,243.1,sandy,5.42,2.42,3.86,1.23,13.1164,4.7478,2.239669421487603,3.138211382113821,1.4041450777202074,1.967479674796748,1.56,1.19,9.73,18.09,60.6,3.621657079293952,2.1789446987016445,2.762626900880408
virginica,138.7,loamy,6.35,3.19,4.78,2.32,20.2565,11.0896,1.9905956112852663,2.0603448275862077,1.328451882845188,1.375,1.5699999999999994,0.8700000000000001,11.91,12.08,53.07,4.500722164275418,3.330105103446436,1.826621338912134
virginica,82.9,sandy,6.57,2.51,6.69,1.76,16.4907,11.7744,2.617529880478088,3.801136363636364,0.9820627802690582,1.4261363636363635,-0.1200000000000001,0.7499999999999998,12.45,10.86,67.5,4.060874290100593,3.4313845602030675,1.400555442315532
versicolor,153.0,clay,6.3,2.71,5.17,1.51,17.073,7.8067,2.3247232472324724,3.423841059602649,1.218568665377176,1.794701986754967,1.13,1.2,9.13,16.3,66.83,4.131948692808273,2.7940472436950667,2.1869676047497664
versicolor,122.8,clay,6.45,3.52,3.14,1.43,22.704,4.4902,1.832386363636364,2.195804195804196,2.054140127388535,2.4615384615384617,3.31,2.09,7.24,13.95,57.35,4.764871456818117,2.1190092024340053,5.056344928956395
virginica,266.4,clay,6.71,3.34,4.94,2.34,22.4114,11.5596,2.008982035928144,2.111111111111112,1.3582995951417005,1.4273504273504274,1.7699999999999996,1.0,11.38,11.45,74.56,4.734068018100289,3.3999411759617253,1.9387695075954183
virginica,110.3,loamy,7.65,2.9,5.98,1.49,22.185,8.910200000000001,2.637931034482759,4.0134228187919465,1.279264214046823,1.9463087248322144,1.67,1.41,13.58,12.37,70.04,4.710095540432274,2.9849958123923725,2.4898431011649564
versicolor,146.6,sandy,5.97,2.76,4.1,1.09,16.477199999999996,4.469,2.1630434782608696,3.761467889908256,1.4560975609756095,2.5321100917431187,1.87,1.6699999999999997,9.15,18.63,58.12,4.059211746139883,2.114000946073582,3.6869993287088825
virginica,155.4,loamy,6.61,3.21,5.7,1.98,21.2181,11.286,2.059190031152648,2.878787878787879,1.1596491228070176,1.621212121212121,0.91,1.23,9.18,13.98,83.63,4.606310888335697,3.3594642430006605,1.8800372142477408
versicolor,256.5,clay,6.62,2.65,4.42,1.09,17.543,4.8178,2.49811320754717,4.055045871559632,1.497737556561086,2.4311926605504586,2.2,1.5599999999999998,8.34,13.01,62.28,4.188436462452308,2.194948746554233,3.6412885549420895
virginica,232.5,loamy,7.22,2.64,5.55,2.08,19.0608,11.544,2.7348484848484844,2.6682692307692304,1.300900900900901,1.2692307692307692,1.67,0.56,14.01,11.87,65.34,4.365867611368902,3.3976462440931074,1.651143451143451
setosa,296.5,loamy,4.96,3.21,1.53,0.27,15.9216,0.4131,1.5451713395638629,5.666666666666666,3.241830065359477,11.888888888888888,3.43,2.94,4.73,23.51,55.76,3.990187965497365,0.6427285585688565,38.54175744371823
setosa,80.3,loamy,5.12,3.04,1.56,0.3,15.5648,0.4679999999999999,1.6842105263157894,5.2,3.282051282051282,10.133333333333336,3.56,2.74,4.5,19.58,52.61,3.945224961900145,0.6841052550594827,33.25811965811966
virginica,130.2,clay,7.02,3.15,6.1,2.68,22.113,16.348,2.2285714285714286,2.276119402985074,1.1508196721311474,1.1753731343283582,0.92,0.4699999999999997,13.01,13.42,69.73,4.702446171940728,4.043266006584281,1.3526425250795204
virginica,211.5,clay,6.15,3.47,5.54,1.85,21.3405,10.249,1.7723342939481268,2.994594594594594,1.1101083032490977,1.875675675675676,0.6100000000000003,1.62,13.89,8.51,73.53,4.619577902795882,3.201405941145234,2.082203141769929
setosa,89.2,sandy,5.98,2.77,1.78,0.22,16.564600000000002,0.3916,2.1588447653429603,8.090909090909092,3.359550561797753,12.590909090909092,4.2,2.55,5.63,17.69,46.0,4.069963144796277,0.6257795138864807,42.29979570990808
versicolor,205.6,clay,5.7,2.5,4.31,1.38,14.25,5.947799999999999,2.28,3.1231884057971016,1.322505800464037,1.8115942028985508,1.3900000000000006,1.12,8.17,17.32,56.0,3.774917217635375,2.438811185803444,2.3958438414203576
virginica,251.5,loamy,6.7,3.33,4.63,1.94,22.311,8.982199999999999,2.012012012012012,2.38659793814433,1.4470842332613392,1.7164948453608249,2.0700000000000003,1.39,7.96,10.8,56.34,4.723452127416981,2.997031865029132,2.4839126271960104
virginica,161.4,loamy,6.18,2.52,4.88,1.85,15.5736,9.028,2.452380952380952,2.637837837837837,1.2663934426229508,1.362162162162162,1.2999999999999998,0.6699999999999999,11.09,11.29,63.39,3.9463400765772834,3.004663042672173,1.7250332299512623
virginica,283.5,sandy,5.16,2.19,5.07,2.02,11.3004,10.2414,2.356164383561644,2.50990099009901,1.0177514792899407,1.0841584158415842,0.0899999999999998,0.1699999999999999,13.31,12.88,76.57,3.361606758679545,3.2002187425237043,1.103403831507411
versicolor,284.6,sandy,5.35,2.5,4.3,1.31,13.375,5.633,2.14,3.282442748091603,1.244186046511628,1.9083969465648851,1.0499999999999998,1.19,8.42,17.15,57.83,3.657184709581948,2.373394193976213,2.3744008521214277
versicolor,117.1,sandy,6.87,2.17,4.09,1.28,14.9079,5.2352,3.165898617511521,3.1953125,1.6797066014669928,1.6953125,2.78,0.8899999999999999,9.33,13.55,54.51,3.8610749798469337,2.2880559433720147,2.847627597799511
setosa,295.4,loamy,4.95,3.12,1.6,0.22,15.444,0.352,1.5865384615384617,7.272727272727273,3.09375,14.181818181818182,3.35,2.9,5.06,18.05,47.61,3.929885494515076,0.593295878967653,43.875
versicolor,185.9,loamy,6.02,2.76,4.29,1.31,16.615199999999998,5.6199,2.181159420289855,3.2748091603053435,1.403263403263403,2.106870229007633,1.7299999999999995,1.4499999999999995,7.81,15.96,62.63,4.076174677316957,2.3706328269050863,2.956493887791597
setosa,141.7,loamy,5.48,2.54,1.66,0.22,13.919200000000002,0.3651999999999999,2.15748031496063,7.545454545454545,3.301204819277109,11.545454545454543,3.82,2.32,5.02,16.95,42.56,3.730844408441607,0.604317797189525,38.11391018619935
versicolor,72.3,loamy,6.57,2.29,4.78,1.0,15.0453,4.78,2.868995633187773,4.78,1.3744769874476988,2.29,1.79,1.29,7.95,13.02,60.08,3.8788271423202154,2.186321110907545,3.1475523012552302
virginica,180.1,loamy,7.0,3.16,5.48,1.99,22.12,10.9052,2.2151898734177213,2.753768844221106,1.2773722627737223,1.5879396984924623,1.5199999999999996,1.1700000000000002,13.98,9.02,61.15,4.703190406521939,3.302302227234812,2.0283901258115398
setosa,141.1,clay,5.35,3.82,1.69,0.16,20.437,0.2704,1.400523560209424,10.5625,3.165680473372781,23.875,3.66,3.66,5.71,15.51,45.79,4.520730029541689,0.52,75.58062130177515
virginica,210.5,loamy,7.81,3.45,5.25,1.61,26.9445,8.4525,2.2637681159420286,3.260869565217391,1.4876190476190476,2.142857142857143,2.56,1.84,11.8,8.45,74.02,5.19080918547388,2.9073183520213264,3.1877551020408164
setosa,218.4,clay,4.98,4.17,1.89,0.38,20.7666,0.7182,1.1942446043165469,4.973684210526315,2.6349206349206358,10.973684210526317,3.0900000000000007,3.79,5.64,22.56,49.65,4.557038512016329,0.847466813509532,28.91478696741855
setosa,278.1,clay,4.64,3.6,1.52,0.26,16.704,0.3952,1.2888888888888888,5.846153846153846,3.052631578947368,13.846153846153848,3.12,3.34,4.57,15.9,48.97,4.0870527278223365,0.6286493458200685,42.2672064777328
virginica,115.6,clay,7.27,3.44,5.71,1.69,25.0088,9.6499,2.113372093023256,3.378698224852071,1.2732049036777582,2.035502958579882,1.5599999999999996,1.75,12.5,11.4,77.2,5.000879922573626,3.106428817790615,2.59161234831449
versicolor,198.1,sandy,5.59,2.28,4.15,1.43,12.7452,5.9345,2.451754385964912,2.9020979020979025,1.3469879518072287,1.5944055944055944,1.4399999999999995,0.8499999999999999,8.12,16.17,69.32,3.570042016559469,2.43608292141298,2.147645125958378
setosa,280.0,loamy,4.84,4.07,1.9,0.4,19.6988,0.76,1.189189189189189,4.749999999999999,2.5473684210526315,10.175,2.94,3.67,6.07,19.29,41.52,4.438333020403044,0.8717797887081347,25.91947368421053
setosa,240.5,clay,4.9,3.68,1.8,0.33,18.032000000000004,0.5940000000000001,1.3315217391304348,5.454545454545454,2.7222222222222223,11.151515151515152,3.1000000000000005,3.35,5.66,19.74,59.5,4.246410248668869,0.7707139547199078,30.35690235690236
virginica,93.2,sandy,6.28,2.97,6.1,1.56,18.6516,9.516,2.114478114478114,3.9102564102564097,1.0295081967213116,1.903846153846154,0.1800000000000006,1.41,10.11,6.43,70.97,4.318749819102746,3.084801452281816,1.9600252206809583
setosa,287.7,sandy,5.44,3.18,1.46,0.23,17.299200000000003,0.3358,1.7106918238993711,6.3478260869565215,3.726027397260274,13.826086956521738,3.98,2.95,5.19,22.58,53.73,4.159230698097907,0.5794825277780168,51.51637879690293
virginica,278.1,loamy,6.07,3.2,4.64,2.05,19.424000000000003,9.512,1.896875,2.2634146341463417,1.308189655172414,1.5609756097560978,1.4300000000000006,1.1500000000000004,10.73,12.57,64.59,4.407266726668583,3.0841530441921976,2.0420521446593782
setosa,252.9,loamy,4.42,2.22,1.41,0.24,9.8124,0.3384,1.9909909909909909,5.875,3.1347517730496457,9.250000000000002,3.01,1.98,5.14,23.58,35.23,3.1324750597570605,0.5817215828899595,28.996453900709223
virginica,286.9,clay,5.64,3.03,5.7,2.13,17.089199999999998,12.141,1.8613861386138613,2.676056338028169,0.9894736842105264,1.4225352112676055,-0.0600000000000005,0.8999999999999999,10.71,10.26,63.99,4.133908562123744,3.484393777976307,1.407561156412157
setosa,127.9,clay,5.2,4.15,1.51,0.36,21.58,0.5436,1.2530120481927711,4.194444444444445,3.4437086092715234,11.52777777777778,3.69,3.790000000000001,5.49,19.85,47.3,4.645427859734774,0.7372923436466704,39.69830757910229
versicolor,68.9,loamy,5.76,3.02,4.0,1.12,17.3952,4.48,1.9072847682119205,3.571428571428571,1.44,2.696428571428571,1.7599999999999998,1.9,6.51,12.54,58.87,4.170755327275864,2.1166010488516727,3.882857142857142
setosa,291.4,clay,5.48,4.05,1.53,0.37,22.194,0.5661,1.3530864197530863,4.135135135135135,3.581699346405229,10.945945945945946,3.95,3.68,5.9,20.45,52.53,4.711050838188864,0.7523961722390672,39.205087440381554
setosa,245.7,loamy,4.93,3.76,1.42,0.34,18.5368,0.4828,1.3111702127659577,4.1764705882352935,3.471830985915493,11.058823529411764,3.51,3.42,5.94,24.44,58.92,4.305438421345729,0.6948381106416084,38.394366197183096
versicolor,297.3,sandy,5.9,2.21,4.04,0.97,13.039,3.9188,2.6696832579185523,4.164948453608248,1.4603960396039604,2.278350515463917,1.8600000000000003,1.24,7.76,14.25,65.05,3.610955552204984,1.979595918363139,3.3272940696131466
virginica,121.1,loamy,6.87,2.3,5.11,2.02,15.800999999999998,10.3222,2.9869565217391307,2.5297029702970297,1.344422700587084,1.1386138613861383,1.7599999999999998,0.2799999999999998,11.35,7.28,61.82,3.97504716953145,3.212818077638384,1.5307783224506402
virginica,128.6,sandy,6.66,2.91,6.63,2.02,19.3806,13.3926,2.288659793814433,3.282178217821782,1.004524886877828,1.4405940594059403,0.0300000000000002,0.8900000000000001,16.6,4.36,74.39,4.402340286711149,3.659590140985736,1.4471125845616235
versicolor,102.9,sandy,7.52,2.31,4.35,0.98,17.371199999999998,4.263,3.2554112554112558,4.438775510204081,1.728735632183908,2.357142857142857,3.17,1.33,7.88,18.21,60.64,4.167877157498767,2.064703368525368,4.07487684729064
versicolor,265.5,loamy,5.6,3.12,4.35,1.49,17.471999999999998,6.4815,1.7948717948717947,2.919463087248322,1.2873563218390804,2.093959731543624,1.25,1.63,6.59,17.03,65.53,4.179952152836202,2.5458790230488173,2.695672298079148
virginica,125.4,clay,7.49,3.06,7.68,2.17,22.9194,16.665599999999998,2.447712418300654,3.539170506912442,0.9752604166666669,1.4101382488479264,-0.1899999999999995,0.8900000000000001,13.85,6.99,77.12,4.787421017625252,4.082352263095383,1.3752520161290325
setosa,132.4,sandy,5.67,3.19,1.49,0.39,18.0873,0.5811000000000001,1.7774294670846396,3.82051282051282,3.8053691275167782,8.179487179487179,4.18,2.8,5.71,21.07,48.79,4.252916646255837,0.762299153875957,31.1259679917398
versicolor,290.4,sandy,6.25,1.7,4.04,0.97,10.625,3.9188,3.6764705882352944,4.164948453608248,1.547029702970297,1.7525773195876289,2.21,0.73,6.58,13.37,52.97,3.259601202601325,1.979595918363139,2.711289170154129
versicolor,187.6,clay,7.04,2.99,4.88,1.67,21.0496,8.1496,2.354515050167224,2.9221556886227544,1.4426229508196722,1.790419161676647,2.16,1.3200000000000005,5.78,16.06,65.16,4.587984306860694,2.8547504269200137,2.582899774222048
virginica,282.5,loamy,6.84,3.15,5.8,2.39,21.546,13.862,2.1714285714285717,2.426778242677824,1.179310344827586,1.3179916317991631,1.04,0.7599999999999998,15.92,8.34,67.77,4.641766904961946,3.7231706917626,1.554321165776944
versicolor,186.3,loamy,6.15,2.91,3.62,1.0,17.896500000000003,3.62,2.11340206185567,3.62,1.6988950276243096,2.91,2.53,1.91,8.23,11.19,62.82,4.230425510513098,1.9026297590440449,4.943784530386741
versicolor,227.2,loamy,6.16,2.53,5.02,1.02,15.5848,5.1204,2.4347826086956523,4.92156862745098,1.2270916334661357,2.4803921568627447,1.1400000000000006,1.5099999999999998,6.45,14.52,68.52,3.9477588578838,2.262830086418333,3.0436684634012967
virginica,278.6,sandy,6.01,2.33,4.83,1.9,14.0033,9.177,2.579399141630901,2.542105263157895,1.2443064182194616,1.2263157894736842,1.1799999999999995,0.4300000000000001,11.86,11.13,72.91,3.742098341839776,3.029356367283321,1.5259126076059717
virginica,198.1,clay,6.69,3.01,4.6,1.72,20.1369,7.911999999999999,2.2225913621262463,2.6744186046511627,1.454347826086957,1.75,2.0900000000000007,1.2899999999999998,8.99,10.52,75.79,4.487415737370452,2.812827758679866,2.5451086956521745
versicolor,158.7,clay,5.34,3.02,4.33,1.46,16.1268,6.3218,1.7682119205298013,2.9657534246575343,1.233256351039261,2.068493150684932,1.0099999999999998,1.56,5.01,17.61,63.68,4.015818721008208,2.514318993286253,2.550982315163403
versicolor,72.4,loamy,6.27,3.11,4.58,1.31,19.4997,5.9998000000000005,2.0160771704180065,3.49618320610687,1.3689956331877728,2.374045801526717,1.6899999999999995,1.7999999999999998,7.56,13.16,60.99,4.41584646472225,2.44944891761392,3.250058335277842
virginica,222.3,loamy,6.0,3.08,5.88,2.37,18.48,13.9356,1.948051948051948,2.481012658227848,1.020408163265306,1.29957805907173,0.1200000000000001,0.71,17.05,9.55,68.46,4.298837052040936,3.7330416552725474,1.3261000602772754
versicolor,276.7,clay,6.49,2.77,3.9,1.65,17.9773,6.435,2.342960288808664,2.363636363636364,1.6641025641025642,1.678787878787879,2.5900000000000003,1.12,8.59,14.44,44.7,4.239964622493919,2.536730178793164,2.793675213675214
versicolor,89.9,loamy,6.83,3.22,5.42,1.33,21.992600000000003,7.208600000000001,2.12111801242236,4.075187969924812,1.260147601476015,2.421052631578948,1.41,1.89,8.1,17.68,60.4,4.68962685082726,2.684883610140298,3.0508836667314045
versicolor,130.1,clay,6.16,3.7,4.85,1.6,22.792,7.76,1.6648648648648647,3.03125,1.2701030927835053,2.3125,1.3100000000000005,2.1,7.89,12.35,63.38,4.774096773212709,2.785677655436824,2.937113402061856
versicolor,180.8,loamy,5.11,2.98,4.65,1.14,15.2278,5.301,1.714765100671141,4.078947368421053,1.0989247311827957,2.6140350877192984,0.4599999999999999,1.84,9.95,12.95,62.07,3.902281384011153,2.302390062521987,2.8726278060743256
virginica,81.6,clay,7.93,3.36,6.66,2.14,26.6448,14.252400000000002,2.3601190476190474,3.1121495327102804,1.190690690690691,1.5700934579439252,1.2699999999999996,1.2199999999999998,11.86,7.89,80.75,5.161860129836917,3.7752350920174496,1.8694956638881868
versicolor,78.3,loamy,6.57,3.23,4.16,1.38,21.2211,5.7408,2.0340557275541795,3.014492753623189,1.5793269230769231,2.340579710144928,2.41,1.85,8.43,12.5,59.53,4.606636517026279,2.39599666109951,3.696540551839465
